district,size_sqm,rooms,year_built,floor,balcony,rooftop_terrace,elevator,energy_class,distance_to_U_Sbahn_m,monthly_rent_eur
Lichtenberg,31.1,1,1955,5,0,0,0,5,360,398
Friedrichshain,49.6,1,1894,5,1,0,0,6,326,815
Friedrichshain,42.3,1,,5,0,0,0,5,282,635
Charlottenburg,30.5,1,1955,,1,0,1,7,852,415
Schöneberg,68.1,1,2018,3,1,0,1,7,173,1003
Friedrichshain,26.5,1,2018,1,1,0,1,4,573,554
Wedding,38.3,1,1955,5,,1,0,6,502,429
Westend,52.4,1,1955,5,,0,0,7,274,615
Schöneberg,46.6,1,1894,1,1,0,0,8,164,551
Friedrichshain,76.2,2,1955,1,0,0,0,6,310,1247
Mitte,73.5,2,1955,,1,0,0,4,464,1103
Friedrichshain,92.9,2,1894,2,0,0,0,5,12,1616
Lichtenberg,87.8,2,2001,3,0,0,1,6,109,1076
Schöneberg,102.6,2,2018,2,1,0,1,4,24,2116
Wedding,65.0,2,1894,4,0,0,0,8,378,737
Charlottenburg,73.4,2,1894,5,0,0,1,4,366,1409
Charlottenburg,79.8,2,1894,5,1,0,1,8,121,1176
Prenzlauer Berg,68.8,2,1894,,0,0,1,5,153,1088
Wedding,55.5,1,1894,4,0,0,0,1,351,877
Wedding,56.9,2,2001,4,0,0,0,5,69,828
Mitte,46.9,1,1894,1,1,0,1,6,484,883
Lichtenberg,76.9,1,2001,5,1,0,1,7,250,974
Friedrichshain,62.6,1,2018,2,1,0,1,5,294,1361
Lichtenberg,49.9,1,2018,4,1,,1,3,314,859
Friedrichshain,49.9,1,2001,5,,,1,8,99,868
Mitte,40.1,1,1894,5,1,0,1,6,315,821
Wedding,96.2,3,1894,5,0,1,1,4,444,1394
Friedrichshain,67.1,2,1894,4,1,0,0,7,167,1080
Prenzlauer Berg,46.0,1,2018,3,1,0,1,3,151,945
Prenzlauer Berg,89.8,2,2018,2,1,0,0,3,1019,1915
Mitte,51.9,1,1955,2,,0,1,5,138,749
Wedding,37.0,1,1955,5,0,0,0,6,,405
Lichtenberg,97.8,2,1955,1,0,0,0,5,752,1145
Lichtenberg,52.4,1,1894,3,1,0,0,8,64,552
Charlottenburg,55.2,2,2018,4,1,0,1,4,268,1174
Schöneberg,66.1,2,1894,0,0,0,0,8,437,1004
Mitte,102.7,3,1955,3,1,0,0,1,281,2036
Mitte,65.5,1,1955,1,0,0,0,3,54,969
Friedrichshain,40.2,1,1894,1,1,0,0,4,109,693
Lichtenberg,80.8,2,1955,3,1,0,0,2,45,1030
Lichtenberg,53.5,1,2018,0,1,0,1,5,254,754
Wedding,138.3,4,1894,0,0,0,0,7,391,1626
Schöneberg,65.0,2,1955,2,0,0,0,7,165,793
Prenzlauer Berg,26.6,1,1955,3,0,0,0,6,225,395
Schöneberg,75.0,2,1894,0,1,0,1,1,224,1328
Schöneberg,141.5,4,1894,2,0,0,0,7,671,1929
Prenzlauer Berg,122.1,3,,1,1,,0,5,347,2049
Friedrichshain,,3,1894,3,1,0,1,6,314,2459
Friedrichshain,,1,1955,1,0,0,0,6,599,657
Lichtenberg,93.6,3,,,1,0,0,4,81,1100
Prenzlauer Berg,48.7,1,2001,,0,0,1,5,344,840
Lichtenberg,71.1,2,2018,5,1,0,1,8,189,907
Friedrichshain,39.1,1,1955,3,1,0,1,4,733,726
Schöneberg,50.2,1,2001,2,1,0,1,6,602,858
Mitte,49.6,1,2001,3,0,0,1,8,189,819
Mitte,93.1,3,1894,0,1,0,0,5,236,1730
Tiergarten,89.5,3,1894,1,0,1,1,5,130,2164
Friedrichshain,72.6,2,1955,2,1,0,0,5,537,1287
Lichtenberg,37.9,1,2001,4,0,0,1,7,458,461
Charlottenburg,57.4,2,1955,2,1,0,1,5,247,1049
Westend,48.2,1,1894,5,1,0,1,5,245,676
Prenzlauer Berg,92.0,2,2018,4,0,0,1,4,202,1665
Prenzlauer Berg,104.1,3,1894,0,0,0,1,8,703,1462
Schöneberg,99.2,3,2018,3,1,0,1,7,264,1639
Friedrichshain,48.1,1,2001,4,1,0,1,6,209,755
Lichtenberg,21.7,1,2001,0,1,0,1,8,501,244
Wedding,32.1,1,2001,2,0,0,1,6,22,435
Wedding,114.8,2,1894,5,0,0,0,8,233,1264
Prenzlauer Berg,55.4,2,2001,2,0,0,1,4,550,942
Friedrichshain,48.1,1,2001,3,0,0,1,,812,953
Lichtenberg,125.4,3,2001,1,0,0,1,7,172,1509
Charlottenburg,107.8,3,1894,0,1,0,0,5,421,1935
Tiergarten,65.6,2,,1,1,0,1,5,171,1334
Charlottenburg,57.8,1,1955,4,0,0,1,6,1077,890
Wedding,61.7,1,1955,5,1,0,0,6,329,656
Westend,71.2,2,1955,3,1,0,,5,456,906
Wedding,123.3,3,2001,5,1,0,1,5,29,1993
Wedding,77.0,2,2001,4,,0,1,5,201,994
Mitte,86.9,2,2001,4,0,0,1,3,503,1711
Lichtenberg,103.8,3,1894,2,1,0,0,,81,1260
Prenzlauer Berg,40.7,1,1955,0,0,0,1,5,,565
Westend,87.9,2,1955,2,1,0,0,7,837,1039
Tiergarten,57.8,1,1894,5,1,0,0,5,522,1263
Lichtenberg,23.8,1,1894,3,0,0,0,5,432,291
Charlottenburg,27.7,1,1955,4,0,0,0,6,210,383
Tiergarten,43.3,2,1894,0,0,0,1,3,103,892
Prenzlauer Berg,80.4,2,1955,1,0,0,0,5,280,1097
Friedrichshain,68.0,1,1894,1,0,0,0,4,469,1122
Friedrichshain,70.0,2,1894,2,1,0,1,6,130,1309
Westend,141.8,3,1894,5,1,0,1,3,519,2396
Prenzlauer Berg,39.1,1,2001,3,0,0,1,5,342,669
Lichtenberg,64.3,2,1955,3,0,0,0,6,151,695
Charlottenburg,73.4,2,,3,1,1,0,7,61,1172
Wedding,48.4,1,1894,2,1,0,0,6,79,621
Prenzlauer Berg,65.7,,2018,,1,0,1,8,271,1218
Westend,34.3,1,1955,1,1,0,0,6,640,393
Schöneberg,114.2,3,2001,0,0,0,1,5,153,1832
Prenzlauer Berg,49.5,1,1955,4,1,0,1,4,699,762
Lichtenberg,146.5,4,2001,4,1,0,1,2,53,2368
Charlottenburg,64.2,2,2018,1,0,0,1,4,308,1180
Friedrichshain,98.1,2,1955,5,1,0,0,3,285,1940
Westend,63.6,1,2001,1,1,0,1,5,394,1018
Wedding,64.2,2,1894,1,1,0,0,6,337,925
Tiergarten,51.5,1,2001,1,1,0,1,6,208,1096
Prenzlauer Berg,68.2,2,1955,1,1,0,0,5,209,976
Lichtenberg,73.8,2,1894,4,1,0,1,5,561,1002
Wedding,47.5,1,2018,4,1,0,1,4,320,838
Lichtenberg,61.8,2,2018,4,1,0,1,5,27,876
Schöneberg,50.9,2,1894,5,1,0,0,5,225,701
Westend,150.0,4,2018,0,1,0,1,4,242,2324
Charlottenburg,62.7,2,1894,3,0,0,1,4,241,1128
Lichtenberg,120.6,3,1955,0,1,0,0,8,505,1321
Charlottenburg,60.1,1,2018,6,1,0,1,5,184,1102
Wedding,72.1,2,1894,3,0,0,1,6,359,891
Prenzlauer Berg,38.3,1,1955,4,1,0,0,1,847,658
Schöneberg,54.4,1,2001,3,1,0,,4,643,1106
Wedding,70.7,2,1894,2,0,0,1,,170,1094
Schöneberg,122.6,3,1955,4,1,0,0,8,327,1552
Lichtenberg,71.0,2,1894,5,1,0,0,4,11,1002
Prenzlauer Berg,113.1,3,2001,1,0,0,1,4,451,2158
Westend,84.0,2,1894,5,0,0,1,8,96,936
Charlottenburg,124.6,3,1894,4,1,0,1,5,294,2286
Prenzlauer Berg,63.5,1,2001,0,1,0,1,5,264,1050
Prenzlauer Berg,150.0,4,1894,5,,0,,6,621,2337
Friedrichshain,53.5,1,1955,1,0,0,0,5,361,915
Friedrichshain,47.8,2,2001,4,1,0,1,8,263,812
Westend,40.1,1,2001,0,1,0,1,3,473,726
Westend,150.0,4,1894,1,1,0,0,7,690,2137
Westend,90.2,2,2018,4,0,1,1,4,18,1450
Tiergarten,56.9,1,2001,4,1,0,1,7,179,993
Charlottenburg,107.1,3,1955,,1,0,1,7,864,1662
Mitte,85.6,2,2001,2,1,0,1,7,1148,1655
Wedding,142.7,3,2001,5,0,,1,7,150,1827
Lichtenberg,,1,2001,0,1,1,1,6,554,501
Mitte,58.5,2,1955,5,0,0,1,3,150,1101
Westend,54.0,1,2001,2,1,0,0,2,115,982
Friedrichshain,29.5,1,2018,4,1,0,1,5,271,618
Charlottenburg,99.3,3,1955,5,1,0,,5,600,1632
Friedrichshain,58.3,1,2001,1,1,0,1,,245,1161
Charlottenburg,87.4,2,2001,2,1,0,1,6,594,1557
Westend,,4,2018,5,0,0,1,6,633,2362
Lichtenberg,56.4,1,2018,6,1,0,,8,202,685
Mitte,54.9,1,1894,1,0,0,0,5,197,915
Schöneberg,68.2,2,1894,3,1,1,1,7,250,1263
Wedding,96.5,3,1955,1,1,0,1,6,302,1065
Lichtenberg,51.8,1,1955,3,1,0,0,8,275,523
Westend,,1,1955,2,1,0,1,7,324,631
Mitte,99.2,2,2001,0,1,0,1,4,214,2016
Westend,75.6,2,2018,6,0,0,1,1,105,1530
Charlottenburg,28.7,1,1955,3,0,0,,8,999,374
Lichtenberg,39.8,,2001,3,0,0,1,6,178,470
Prenzlauer Berg,118.5,3,1894,0,0,0,1,7,59,1823
Wedding,76.3,2,1955,0,1,0,0,7,499,802
Tiergarten,47.9,1,1894,2,1,0,0,6,124,1073
Prenzlauer Berg,60.7,1,1955,3,1,0,1,6,464,909
Lichtenberg,65.3,1,1955,1,0,0,0,8,172,587
Westend,87.2,2,2001,5,1,0,1,8,1128,1189
Prenzlauer Berg,37.8,1,2001,2,1,0,1,5,765,629
Lichtenberg,46.4,1,1955,,0,0,0,2,259,594
Lichtenberg,72.5,1,1894,3,1,0,0,2,433,1029
Charlottenburg,62.5,2,1894,1,0,0,0,5,372,973
Schöneberg,81.7,2,2018,0,1,,1,,166,1306
Prenzlauer Berg,39.7,1,2018,0,0,0,1,7,486,802
Westend,75.0,2,1955,1,0,0,0,5,322,939
Charlottenburg,100.6,3,1894,3,1,0,0,4,357,1743
Mitte,79.0,2,1955,5,1,0,0,5,458,1239
Lichtenberg,68.7,2,2001,1,1,0,1,7,281,879
Lichtenberg,62.6,,1955,0,1,0,1,6,,667
Wedding,46.5,1,1894,1,1,0,1,3,433,642
Lichtenberg,63.2,1,1955,1,1,1,0,5,517,769
Wedding,107.6,3,1894,1,1,0,0,5,519,1433
Wedding,62.0,1,1955,1,1,0,0,5,527,724
Wedding,45.5,1,1894,5,1,0,1,7,394,532
Prenzlauer Berg,53.4,1,2001,2,0,0,1,8,63,767
Prenzlauer Berg,70.4,1,1955,3,1,0,1,3,1162,1130
Mitte,56.0,2,1894,4,1,0,0,4,514,1020
Westend,78.9,2,1955,0,1,0,0,5,225,1037
Charlottenburg,80.1,2,1955,1,1,0,0,4,568,1505
Mitte,92.8,2,2001,2,0,0,1,5,112,1922
Schöneberg,114.9,3,2018,3,1,0,1,2,466,2783
Prenzlauer Berg,96.8,3,1894,0,0,0,1,2,244,1732
Mitte,44.7,1,2018,4,1,0,0,7,118,954
Wedding,45.3,1,2001,2,0,0,1,3,116,698
Lichtenberg,63.1,1,2001,2,0,0,1,7,416,806
Friedrichshain,54.3,1,1955,3,0,0,,4,452,928
Tiergarten,41.2,1,,5,1,0,1,4,140,805
Charlottenburg,54.5,1,1894,5,1,0,0,3,246,1069
Wedding,53.8,1,2018,6,0,0,1,1,387,1002
Wedding,,1,2001,2,1,0,1,5,199,630
Friedrichshain,57.3,1,1955,0,1,0,0,7,1035,844
Wedding,104.1,2,1955,1,1,0,1,8,420,1177
Friedrichshain,70.4,2,1894,2,1,0,0,2,281,1485
Prenzlauer Berg,150.0,3,1894,1,1,0,1,2,628,2974
Lichtenberg,69.6,2,2001,1,1,0,1,3,445,979
Mitte,57.9,1,1955,0,1,1,0,7,389,942
Friedrichshain,65.1,2,2001,1,1,,,4,425,1319
Prenzlauer Berg,72.0,1,2001,4,1,0,1,4,523,1317
Westend,77.4,2,2001,3,0,0,1,7,184,995
Lichtenberg,149.2,4,2001,0,1,0,1,7,47,1970
Lichtenberg,46.4,2,1894,3,0,0,0,6,664,554
Tiergarten,91.7,2,2001,5,1,0,1,4,323,2177
Friedrichshain,70.6,2,2001,2,1,0,1,5,213,1591
Wedding,34.7,1,1894,1,0,0,0,4,148,485
Charlottenburg,,2,1894,1,0,0,1,6,131,1549
Lichtenberg,107.9,3,1894,2,0,0,0,7,349,1217
Westend,46.1,1,1894,1,0,0,0,3,300,681
Friedrichshain,64.8,2,1955,5,0,0,0,7,634,860
Wedding,32.6,1,1894,5,0,1,0,5,460,458
Friedrichshain,39.3,1,2001,2,0,0,0,7,517,544
Prenzlauer Berg,98.8,2,1894,5,0,1,0,2,612,1951
Schöneberg,53.9,1,1894,5,1,0,0,5,363,873
Schöneberg,41.7,1,1894,,1,0,1,1,834,785
Wedding,71.2,2,1894,2,1,0,0,6,176,902
Westend,52.7,1,2018,4,1,0,0,2,603,905
Lichtenberg,53.8,2,1894,2,0,0,0,5,46,725
Lichtenberg,87.4,3,1894,2,1,0,1,7,49,1007
Schöneberg,40.8,1,1894,2,1,0,0,6,109,576
Friedrichshain,45.3,1,1955,4,0,0,0,6,282,708
Wedding,69.1,1,2001,2,1,0,1,6,40,954
Lichtenberg,95.8,3,2001,4,0,0,0,6,275,1143
Charlottenburg,106.7,3,1955,1,1,0,0,6,223,1515
Prenzlauer Berg,49.8,1,2001,6,1,0,1,5,1095,884
Prenzlauer Berg,94.6,2,,0,1,0,0,1,83,1830
Tiergarten,47.5,1,2001,0,1,0,1,5,338,1096
Westend,134.9,4,1955,0,1,0,0,2,453,1974
Charlottenburg,41.3,1,1894,2,1,0,0,5,797,749
Wedding,110.6,3,2001,4,1,0,1,5,509,1590
Wedding,50.0,2,2001,6,1,0,1,4,670,771
Wedding,145.4,3,1955,2,0,0,1,7,374,1584
Prenzlauer Berg,82.3,2,2018,1,1,0,1,6,160,1593
Charlottenburg,43.3,1,2018,2,1,0,1,5,75,843
Wedding,52.7,2,1894,0,1,0,0,8,541,560
Wedding,88.8,3,2001,3,0,0,1,4,215,1373
Prenzlauer Berg,99.0,2,2001,5,0,0,1,4,33,1975
Lichtenberg,63.2,2,1955,0,0,0,0,4,232,675
Friedrichshain,,1,1955,4,0,0,0,5,299,1059
Lichtenberg,88.0,2,2018,1,1,1,1,4,738,1414
Friedrichshain,68.5,2,2001,4,0,1,0,,249,1311
Friedrichshain,38.7,1,1955,4,1,0,1,4,300,689
Schöneberg,47.0,1,1894,4,0,0,0,5,304,907
Tiergarten,71.4,2,1955,4,1,1,1,5,593,1429
Tiergarten,105.7,3,2018,4,1,0,1,4,164,3009
Tiergarten,124.1,3,2001,1,0,0,1,6,410,2864
Prenzlauer Berg,88.8,2,1894,0,0,0,1,6,199,1436
Wedding,72.9,2,2018,2,0,0,1,7,,1007
Tiergarten,87.7,2,2001,4,1,0,1,6,841,1883
Westend,49.8,1,1955,3,,,1,5,339,657
Wedding,,1,1894,4,1,0,0,5,389,884
Friedrichshain,46.7,1,1955,1,1,0,,6,253,702
Friedrichshain,39.4,,1894,5,1,0,0,5,49,708
Lichtenberg,74.3,2,1955,2,1,0,1,5,306,850
Wedding,70.0,1,2001,1,0,1,1,4,285,960
Schöneberg,85.6,2,2018,5,1,0,1,6,228,1618
Wedding,80.9,2,1955,0,0,0,0,2,249,1156
Friedrichshain,71.6,2,2018,2,0,0,1,8,414,1218
Prenzlauer Berg,81.2,2,2018,5,1,0,1,3,390,1849
Wedding,63.9,2,1894,4,1,0,0,5,255,764
Mitte,76.7,2,1894,1,1,0,1,4,771,1493
Wedding,48.6,1,2001,1,1,0,1,4,40,722
Schöneberg,75.4,2,2001,0,0,0,1,5,171,1247
Wedding,84.9,2,1955,0,1,0,0,6,541,979
Prenzlauer Berg,49.7,1,2001,5,1,0,1,4,58,917
Charlottenburg,66.4,,2001,5,0,0,1,4,39,1199
Mitte,50.7,1,2001,3,0,1,1,3,169,1104
Mitte,52.7,1,2001,3,0,0,1,5,288,1094
Wedding,41.4,1,1894,1,1,0,1,8,,470
Friedrichshain,107.8,3,1894,1,0,0,0,5,349,2216
Friedrichshain,99.6,3,1894,0,1,0,0,7,43,1573
Friedrichshain,80.6,2,2018,4,1,0,1,5,155,1753
Friedrichshain,143.1,4,2018,0,0,0,1,5,482,3078
Wedding,60.3,1,2001,0,0,,,7,412,743
Prenzlauer Berg,150.0,3,1894,4,1,0,1,1,182,3296
Lichtenberg,59.3,1,1955,,1,0,0,7,331,638
Friedrichshain,72.0,2,1894,2,1,0,1,5,283,1320
Westend,55.4,1,1955,1,0,0,1,5,290,777
Prenzlauer Berg,75.4,2,1894,0,0,0,1,7,370,1041
Prenzlauer Berg,90.8,3,2001,3,1,0,1,5,875,1549
Lichtenberg,62.1,1,1894,2,1,0,0,8,888,706
Lichtenberg,132.3,3,2001,3,0,0,1,8,,1583
Lichtenberg,71.5,1,2018,1,0,0,1,4,244,1102
Mitte,72.4,2,2001,1,1,1,1,5,104,1496
Mitte,45.2,1,1894,0,1,0,1,7,393,752
Westend,76.8,2,2018,2,0,,1,4,255,1416
Charlottenburg,61.6,2,2001,1,1,0,0,6,610,1072
Wedding,51.0,1,1955,1,1,0,0,3,299,630
Schöneberg,47.6,1,2001,3,1,0,1,4,794,793
Schöneberg,150.0,4,2018,3,1,0,1,5,912,3107
Wedding,58.5,2,1955,1,0,0,0,6,774,615
Wedding,36.3,1,1955,4,1,0,0,6,27,424
Tiergarten,49.2,1,1955,2,1,0,0,6,367,966
Tiergarten,63.7,2,1894,2,,0,0,4,226,1439
Westend,80.9,2,2001,3,0,0,1,5,255,1141
Prenzlauer Berg,81.2,3,1894,0,1,0,0,4,541,1307
Mitte,85.2,2,1955,2,1,0,0,4,239,1662
Prenzlauer Berg,50.2,1,1955,3,1,0,0,5,314,694
Wedding,74.5,2,1894,0,1,0,0,6,327,913
Wedding,45.8,1,1955,3,0,0,0,4,40,572
Schöneberg,50.7,1,2001,0,0,0,0,2,211,916
Prenzlauer Berg,45.0,1,1894,3,0,0,0,6,639,712
Charlottenburg,40.4,2,1894,0,1,0,0,1,33,737
Schöneberg,99.5,3,2018,1,1,0,1,8,448,1580
Charlottenburg,85.6,2,2018,2,0,0,1,5,141,1743
Schöneberg,96.1,2,1955,3,1,0,1,1,222,1734
Westend,66.0,1,1955,4,0,0,0,7,511,714
Tiergarten,88.7,3,1894,2,1,0,0,6,112,1638
Tiergarten,32.1,1,1894,0,1,0,1,7,238,631
Mitte,91.8,3,1955,2,1,0,0,5,60,1370
Lichtenberg,69.8,2,2018,5,1,0,1,5,405,1138
Westend,83.5,2,2001,0,1,0,1,6,156,1240
Friedrichshain,75.7,2,1955,4,,0,0,,78,1180
Lichtenberg,43.8,1,2018,2,1,0,1,5,299,606
Prenzlauer Berg,35.7,1,1955,0,1,0,1,4,57,543
Prenzlauer Berg,48.9,1,1894,4,0,0,1,5,217,716
Lichtenberg,81.5,3,1955,0,1,0,1,3,144,1073
Tiergarten,85.7,2,1894,2,0,0,0,7,351,1472
Mitte,37.6,1,2018,1,1,0,1,5,357,827
Schöneberg,43.9,1,1955,3,1,0,0,8,167,560
Mitte,48.7,,2001,0,1,0,1,4,781,1063
Westend,56.3,1,1955,0,0,0,1,5,618,730
Mitte,37.7,1,2018,3,1,,1,4,126,912
Friedrichshain,36.8,1,2001,6,0,0,1,6,1249,730
Mitte,46.8,1,1955,0,1,0,0,7,494,708
Prenzlauer Berg,67.3,2,,2,0,0,1,5,380,1124
Friedrichshain,40.5,1,2018,5,0,0,1,5,399,805
Friedrichshain,62.1,2,1955,1,0,0,0,6,96,872
Lichtenberg,99.3,3,1894,2,1,0,,4,688,1471
Charlottenburg,38.6,1,2018,5,0,0,1,6,41,745
Charlottenburg,59.8,1,1894,4,1,0,0,6,397,1022
Tiergarten,97.9,2,1894,1,0,0,1,4,623,2021
Charlottenburg,55.0,1,1955,4,1,0,0,6,135,904
Mitte,51.7,1,1955,4,1,0,0,6,519,794
Westend,103.5,2,1955,3,1,0,0,3,322,1377
Mitte,57.5,1,1894,2,0,0,0,5,543,970
Lichtenberg,101.1,2,1894,5,1,0,1,5,604,1463
Lichtenberg,77.2,1,1894,5,1,0,0,7,829,822
Friedrichshain,56.7,1,1894,5,1,0,1,6,709,955
Friedrichshain,78.7,2,2018,4,0,,1,5,48,1992
Friedrichshain,73.9,2,,2,1,0,0,5,128,1291
Westend,97.8,2,1955,0,0,0,0,1,428,1377
Friedrichshain,52.2,1,1955,0,1,0,0,1,609,937
Lichtenberg,66.1,2,2001,6,0,0,0,4,112,791
Wedding,,2,1894,2,0,0,0,3,487,902
Wedding,86.1,2,1894,0,0,0,0,3,744,1280
Schöneberg,43.1,1,,1,0,1,1,6,593,806
Lichtenberg,97.6,3,1955,0,1,0,1,6,482,952
Tiergarten,78.3,2,2001,3,1,0,0,2,283,1773
Prenzlauer Berg,38.4,1,2018,4,0,0,1,6,273,682
Charlottenburg,105.4,3,2001,2,1,0,1,3,1116,2561
Lichtenberg,150.0,4,1894,4,1,0,1,5,195,2069
Schöneberg,97.0,3,1894,2,0,0,0,8,128,1305
Wedding,,3,1894,5,1,0,0,5,78,1410
Friedrichshain,67.3,1,2001,5,1,0,0,2,461,1260
Lichtenberg,33.4,1,2018,,0,0,0,5,416,471
Prenzlauer Berg,31.1,1,2018,1,1,0,1,6,304,573
Prenzlauer Berg,72.0,2,1894,4,1,0,0,4,416,1222
Lichtenberg,51.3,1,2001,3,1,0,0,8,,573
Prenzlauer Berg,45.1,1,1955,4,1,1,0,5,252,680
Prenzlauer Berg,63.4,2,2001,,0,0,1,1,438,1205
Schöneberg,83.1,2,1955,0,0,0,0,,234,1261
Friedrichshain,36.4,1,1894,4,1,0,1,6,448,608
Charlottenburg,54.3,2,1894,4,1,0,1,5,747,930
Mitte,118.9,2,2018,4,1,0,0,8,581,2137
Friedrichshain,42.3,1,1955,2,1,0,1,7,929,677
Lichtenberg,92.0,3,1955,0,0,0,0,3,196,1045
Schöneberg,53.5,1,1955,4,1,0,1,2,160,948
Charlottenburg,80.9,2,1955,3,1,0,0,5,409,1194
Prenzlauer Berg,100.8,2,2018,4,0,0,1,6,202,1785
Prenzlauer Berg,87.4,2,1894,1,0,0,0,6,463,1490
Westend,93.5,,1894,4,1,0,0,4,350,1309
Lichtenberg,41.0,1,2001,5,1,0,,8,130,508
Lichtenberg,101.5,3,1955,5,1,0,0,4,423,1299
Prenzlauer Berg,46.2,1,1894,3,1,0,0,7,139,709
Charlottenburg,72.1,2,,4,1,0,,7,784,1109
Prenzlauer Berg,72.1,,1894,2,0,0,0,3,256,1462
Schöneberg,78.9,2,1894,4,0,0,0,4,158,1263
Prenzlauer Berg,74.4,2,1894,4,1,0,0,4,359,1305
Westend,46.4,2,1894,4,1,1,0,8,388,604
Schöneberg,37.9,1,2001,5,1,0,1,5,191,652
Charlottenburg,92.1,2,2018,0,1,0,1,7,183,1802
Charlottenburg,70.0,1,2018,5,1,0,1,5,56,1379
Charlottenburg,102.9,3,1955,4,1,0,0,,560,1365
Friedrichshain,63.8,2,1894,3,0,0,0,7,769,1050
Friedrichshain,37.1,1,2018,3,0,0,1,5,621,711
Wedding,95.7,3,2001,5,0,0,1,6,154,1333
Prenzlauer Berg,56.0,2,1955,2,1,0,1,5,415,852
Mitte,74.5,1,1894,2,1,0,0,3,363,1580
Schöneberg,50.2,1,1955,4,1,0,0,2,74,762
Wedding,125.5,3,1955,4,1,0,0,4,189,1520
Mitte,45.8,1,1955,1,1,0,1,6,394,715
Wedding,56.8,,1894,4,0,0,1,5,33,676
Lichtenberg,67.9,2,2018,2,0,0,1,5,111,1057
Schöneberg,,1,,0,1,0,0,3,514,583
Westend,74.2,2,1955,5,,0,0,6,149,985
Tiergarten,123.9,3,1894,1,1,0,1,7,75,2471
Lichtenberg,53.4,1,2001,1,1,0,1,6,599,684
Prenzlauer Berg,76.1,2,2001,1,1,0,1,8,149,1197
Lichtenberg,21.6,1,1894,2,1,0,0,1,517,331
Schöneberg,64.0,1,1955,0,1,0,0,1,915,1050
Tiergarten,57.3,2,2001,1,0,0,1,5,108,1263
Tiergarten,,1,2001,2,1,0,1,4,264,1152
Wedding,100.2,3,1894,1,1,1,0,6,366,1282
Schöneberg,57.0,2,2018,1,1,0,1,7,591,990
Tiergarten,60.5,1,1955,5,0,0,1,3,189,1018
Wedding,55.9,2,1894,3,1,0,0,8,13,562
Lichtenberg,30.2,1,1894,0,1,0,0,1,108,471
Prenzlauer Berg,41.3,1,1894,0,1,0,0,6,,632
Prenzlauer Berg,95.5,2,1894,4,1,1,0,5,516,1589
Tiergarten,27.9,1,1955,1,1,0,0,6,266,496
Wedding,47.8,1,2001,1,,1,1,3,492,772
Charlottenburg,55.4,2,1894,3,1,0,1,8,216,781
Lichtenberg,130.6,3,2018,5,0,0,1,8,340,1443
Charlottenburg,88.4,2,1894,,1,0,1,5,544,1346
Schöneberg,52.0,1,1955,4,1,0,1,5,648,798
Charlottenburg,109.5,3,2018,2,1,0,1,,1053,2040
Friedrichshain,48.3,1,2001,0,1,0,1,6,376,964
Wedding,97.3,3,2001,5,1,0,1,5,43,1355
Prenzlauer Berg,37.7,1,2001,6,1,0,1,6,425,655
Schöneberg,99.9,2,1894,5,1,0,1,,39,1460
Lichtenberg,55.3,2,1894,0,0,0,0,6,463,646
Lichtenberg,43.1,2,1955,3,1,,0,4,331,517
Lichtenberg,59.6,2,1894,3,0,1,0,8,624,656
Friedrichshain,72.6,2,1955,0,0,0,0,4,214,1102
Schöneberg,53.3,1,1894,5,1,0,0,4,343,932
Lichtenberg,81.1,3,2018,0,1,0,1,8,431,1169
Charlottenburg,51.5,1,2018,1,1,0,1,4,18,1214
Friedrichshain,83.3,3,2001,6,0,0,1,3,416,1653
Wedding,77.6,2,2001,3,1,0,1,6,159,1010
Prenzlauer Berg,63.4,2,1894,4,1,0,1,7,385,938
Schöneberg,54.5,2,1894,2,1,0,0,2,30,970
Lichtenberg,69.1,2,2001,5,0,0,1,5,479,905
Westend,81.0,2,2001,0,1,0,1,2,450,1319
Prenzlauer Berg,148.3,3,1955,4,1,0,1,5,605,2034
Charlottenburg,94.6,3,1955,0,1,0,1,5,56,1493
Prenzlauer Berg,96.0,3,1955,1,1,0,0,3,1033,1218
Friedrichshain,150.0,4,1894,3,0,0,,8,89,2241
Wedding,79.9,3,1894,2,0,0,1,6,341,942
Wedding,78.9,2,1955,0,1,0,0,7,226,910
Charlottenburg,86.1,2,2001,5,1,0,1,7,272,1547
Charlottenburg,43.4,1,2018,2,0,0,1,8,934,781
Lichtenberg,54.4,2,1955,5,1,0,0,6,104,578
Tiergarten,53.1,,,0,1,0,1,4,837,1145
Schöneberg,84.2,2,2001,1,1,0,1,7,529,1231
Prenzlauer Berg,60.6,2,,1,1,0,1,5,296,1045
Wedding,68.7,2,2001,4,0,0,1,4,294,888
Friedrichshain,100.4,3,1955,2,0,0,0,5,452,1749
Westend,91.8,3,1955,0,1,0,1,4,212,1236
Charlottenburg,60.9,2,1894,3,0,0,1,5,248,1065
Westend,49.7,2,2018,6,1,0,1,7,340,673
Tiergarten,102.4,2,2018,0,0,0,1,5,773,2269
Prenzlauer Berg,88.6,2,1894,1,1,0,0,4,269,1340
Schöneberg,34.2,1,1894,2,1,0,,3,48,635
Mitte,57.3,,1894,4,1,0,0,7,351,935
Friedrichshain,69.4,2,2001,0,1,0,0,5,282,1379
Friedrichshain,88.8,,1955,1,1,0,0,5,172,1459
Charlottenburg,93.5,2,1894,1,1,0,0,7,393,1498
Friedrichshain,72.8,2,2001,4,0,0,1,7,177,1217
