district,size_sqm,rooms,year_built,floor,balcony,rooftop_terrace,elevator,energy_class,distance_to_U_Sbahn_m,monthly_rent_eur
Prenzlauer Berg,98.8,3.0,2018.0,3.0,0.0,0.0,1.0,5.0,493.0,1675.0
Schöneberg,46.0,1.0,1955.0,2.0,1.0,0.0,0.0,7.0,303.0,597.0
Friedrichshain,34.0,1.0,2001.0,3.0,1.0,0.0,1.0,6.0,116.0,667.0
Prenzlauer Berg,83.1,2.0,1894.0,0.0,1.0,0.0,1.0,5.0,285.0,1434.0
Lichtenberg,,2.0,1955.0,4.0,0.0,0.0,0.0,4.0,355.0,1042.0
Westend,78.8,2.0,2018.0,2.0,0.0,0.0,1.0,4.0,674.0,1328.0
Friedrichshain,76.5,2.0,2018.0,0.0,1.0,0.0,1.0,7.0,981.0,1433.0
Charlottenburg,57.2,1.0,1955.0,0.0,1.0,0.0,0.0,4.0,418.0,820.0
Mitte,89.1,2.0,1955.0,3.0,1.0,0.0,1.0,1.0,626.0,1726.0
Tiergarten,63.8,2.0,1955.0,3.0,1.0,0.0,1.0,1.0,26.0,1494.0
Lichtenberg,53.5,1.0,1894.0,3.0,0.0,0.0,0.0,8.0,245.0,592.0
Prenzlauer Berg,57.4,1.0,2018.0,5.0,1.0,0.0,1.0,5.0,302.0,1012.0
Charlottenburg,145.9,4.0,,5.0,1.0,0.0,1.0,5.0,464.0,2906.0
Schöneberg,32.5,1.0,1955.0,5.0,1.0,0.0,0.0,8.0,997.0,373.0
Tiergarten,79.4,2.0,1894.0,5.0,1.0,0.0,0.0,5.0,400.0,1637.0
Charlottenburg,33.2,1.0,1955.0,5.0,1.0,0.0,1.0,7.0,57.0,457.0
Wedding,62.2,1.0,1894.0,4.0,1.0,0.0,0.0,6.0,497.0,816.0
Westend,54.6,1.0,2001.0,3.0,1.0,0.0,1.0,5.0,230.0,846.0
Lichtenberg,28.2,1.0,1955.0,3.0,1.0,0.0,0.0,7.0,463.0,306.0
Westend,75.9,2.0,1894.0,3.0,1.0,0.0,0.0,8.0,527.0,1066.0
Prenzlauer Berg,55.8,2.0,2001.0,1.0,0.0,0.0,1.0,4.0,53.0,1030.0
Wedding,28.1,,2018.0,4.0,1.0,0.0,1.0,1.0,,500.0
Lichtenberg,90.9,2.0,1894.0,3.0,,0.0,0.0,7.0,298.0,1080.0
Wedding,115.4,3.0,1955.0,3.0,1.0,0.0,1.0,5.0,396.0,1626.0
Lichtenberg,118.0,3.0,1955.0,5.0,,0.0,0.0,5.0,169.0,1360.0
Wedding,75.0,2.0,1894.0,4.0,0.0,0.0,0.0,4.0,129.0,1083.0
Lichtenberg,66.2,1.0,1955.0,5.0,0.0,0.0,1.0,7.0,986.0,605.0
Friedrichshain,110.6,3.0,2001.0,6.0,1.0,0.0,1.0,6.0,367.0,2119.0
Wedding,127.4,3.0,1894.0,4.0,0.0,0.0,0.0,8.0,142.0,1382.0
Prenzlauer Berg,102.3,3.0,1894.0,1.0,1.0,1.0,0.0,5.0,200.0,1723.0
Schöneberg,44.6,1.0,2018.0,1.0,0.0,0.0,0.0,8.0,1017.0,671.0
Westend,70.5,1.0,1894.0,,0.0,0.0,0.0,5.0,765.0,982.0
Lichtenberg,77.5,2.0,2001.0,4.0,1.0,0.0,1.0,6.0,181.0,964.0
Lichtenberg,31.5,1.0,2001.0,6.0,1.0,0.0,1.0,6.0,118.0,415.0
Charlottenburg,78.4,2.0,2001.0,6.0,1.0,0.0,1.0,5.0,127.0,1421.0
Wedding,150.0,4.0,2001.0,4.0,1.0,0.0,1.0,6.0,709.0,2159.0
Wedding,84.0,3.0,2001.0,4.0,0.0,0.0,1.0,4.0,218.0,1238.0
Charlottenburg,117.2,3.0,2001.0,6.0,1.0,0.0,1.0,5.0,75.0,2207.0
Friedrichshain,69.9,2.0,1955.0,4.0,0.0,0.0,0.0,6.0,205.0,1126.0
Tiergarten,63.1,2.0,1955.0,0.0,0.0,0.0,1.0,2.0,393.0,1383.0
Wedding,75.7,2.0,1955.0,3.0,1.0,0.0,0.0,6.0,286.0,868.0
Prenzlauer Berg,46.9,1.0,,2.0,1.0,0.0,0.0,4.0,774.0,630.0
Lichtenberg,44.2,1.0,1894.0,3.0,1.0,1.0,0.0,4.0,397.0,647.0
Prenzlauer Berg,107.9,3.0,1955.0,3.0,0.0,1.0,1.0,6.0,438.0,1523.0
Lichtenberg,112.5,3.0,1955.0,1.0,1.0,0.0,1.0,4.0,600.0,1363.0
Prenzlauer Berg,43.7,1.0,1894.0,1.0,1.0,0.0,0.0,8.0,578.0,639.0
Wedding,95.7,3.0,1894.0,0.0,1.0,0.0,0.0,8.0,204.0,1210.0
Friedrichshain,62.8,2.0,2001.0,2.0,0.0,0.0,0.0,5.0,120.0,1317.0
Schöneberg,74.5,2.0,1955.0,4.0,1.0,0.0,0.0,5.0,373.0,996.0
Wedding,78.1,2.0,2001.0,4.0,1.0,0.0,1.0,2.0,336.0,1160.0
Lichtenberg,96.7,3.0,1955.0,5.0,0.0,0.0,1.0,7.0,399.0,1011.0
Wedding,67.2,2.0,2018.0,6.0,1.0,0.0,1.0,4.0,424.0,1122.0
Tiergarten,114.3,3.0,2001.0,5.0,1.0,0.0,1.0,8.0,936.0,2031.0
Charlottenburg,73.6,1.0,1894.0,1.0,1.0,0.0,0.0,8.0,252.0,1082.0
Tiergarten,83.4,2.0,2018.0,2.0,1.0,0.0,1.0,3.0,437.0,2319.0
Friedrichshain,46.6,1.0,1894.0,,1.0,0.0,0.0,6.0,120.0,742.0
Westend,150.0,4.0,,0.0,1.0,0.0,1.0,5.0,158.0,1845.0
Wedding,78.4,2.0,2001.0,1.0,0.0,0.0,1.0,5.0,320.0,1039.0
Wedding,86.5,2.0,1955.0,1.0,1.0,0.0,0.0,4.0,138.0,1072.0
Lichtenberg,34.2,,1955.0,0.0,1.0,0.0,0.0,,504.0,391.0
Wedding,46.8,1.0,1955.0,5.0,1.0,0.0,0.0,4.0,451.0,575.0
Wedding,106.6,3.0,1894.0,3.0,1.0,0.0,0.0,7.0,183.0,1298.0
Tiergarten,72.9,2.0,1894.0,3.0,0.0,0.0,1.0,5.0,267.0,1754.0
Mitte,30.2,1.0,1894.0,3.0,0.0,0.0,1.0,6.0,714.0,484.0
Westend,98.5,3.0,1894.0,5.0,0.0,0.0,0.0,8.0,370.0,1115.0
Lichtenberg,52.3,2.0,2001.0,1.0,0.0,0.0,1.0,,1311.0,688.0
Tiergarten,114.3,3.0,1955.0,2.0,0.0,0.0,0.0,5.0,267.0,2213.0
Schöneberg,62.8,,1955.0,1.0,1.0,0.0,0.0,5.0,293.0,922.0
Westend,70.5,2.0,2001.0,3.0,0.0,0.0,1.0,5.0,320.0,1190.0
Tiergarten,104.2,3.0,1894.0,3.0,0.0,0.0,0.0,5.0,65.0,2139.0
Prenzlauer Berg,45.4,1.0,1894.0,4.0,1.0,0.0,0.0,8.0,282.0,563.0
Lichtenberg,43.7,1.0,2001.0,3.0,1.0,0.0,1.0,,275.0,626.0
Westend,60.1,2.0,2018.0,1.0,,0.0,1.0,5.0,537.0,973.0
Mitte,90.5,2.0,1955.0,3.0,1.0,0.0,1.0,7.0,734.0,1519.0
Lichtenberg,38.2,1.0,1894.0,5.0,0.0,0.0,1.0,5.0,249.0,512.0
Charlottenburg,33.4,1.0,2001.0,4.0,1.0,0.0,1.0,7.0,34.0,499.0
Lichtenberg,90.4,,2018.0,4.0,1.0,0.0,1.0,4.0,358.0,1548.0
Charlottenburg,51.1,1.0,1955.0,1.0,1.0,0.0,1.0,2.0,136.0,974.0
Schöneberg,55.6,1.0,1894.0,0.0,0.0,0.0,1.0,6.0,382.0,811.0
Prenzlauer Berg,30.9,1.0,1894.0,1.0,1.0,0.0,0.0,5.0,375.0,508.0
Charlottenburg,49.5,2.0,1955.0,0.0,0.0,1.0,0.0,8.0,172.0,752.0
Lichtenberg,64.8,1.0,2018.0,3.0,1.0,0.0,1.0,5.0,360.0,841.0
Friedrichshain,94.3,,2001.0,6.0,1.0,0.0,1.0,3.0,78.0,2070.0
Friedrichshain,47.7,2.0,1894.0,2.0,1.0,1.0,1.0,5.0,400.0,1022.0
Charlottenburg,126.1,3.0,2001.0,4.0,1.0,0.0,1.0,5.0,574.0,2299.0
Wedding,49.4,1.0,2001.0,5.0,0.0,0.0,1.0,6.0,466.0,683.0
Wedding,49.5,1.0,1955.0,4.0,0.0,1.0,0.0,4.0,208.0,648.0
Lichtenberg,120.2,3.0,2001.0,4.0,1.0,0.0,1.0,5.0,544.0,1549.0
Charlottenburg,70.7,2.0,1955.0,4.0,1.0,0.0,0.0,7.0,500.0,932.0
Prenzlauer Berg,52.1,2.0,1955.0,1.0,,0.0,1.0,5.0,517.0,805.0
Friedrichshain,61.1,2.0,1955.0,2.0,0.0,0.0,0.0,6.0,796.0,879.0
Schöneberg,111.7,3.0,1955.0,2.0,1.0,0.0,1.0,4.0,429.0,1530.0
Lichtenberg,116.8,,2018.0,5.0,0.0,0.0,1.0,7.0,123.0,1539.0
Wedding,46.9,1.0,1955.0,2.0,1.0,1.0,0.0,4.0,144.0,607.0
Schöneberg,63.9,1.0,1955.0,5.0,1.0,1.0,1.0,6.0,429.0,876.0
Prenzlauer Berg,67.4,1.0,1955.0,1.0,,0.0,0.0,4.0,279.0,1019.0
Lichtenberg,43.8,1.0,1955.0,1.0,0.0,0.0,0.0,2.0,239.0,582.0
Prenzlauer Berg,63.6,1.0,1955.0,4.0,,0.0,0.0,5.0,490.0,915.0
Friedrichshain,65.1,1.0,2001.0,5.0,,1.0,1.0,4.0,103.0,1312.0
Charlottenburg,102.6,3.0,1955.0,4.0,1.0,0.0,,7.0,497.0,1481.0
Tiergarten,105.4,2.0,1955.0,1.0,0.0,,0.0,4.0,266.0,2145.0
Mitte,57.0,1.0,2001.0,,1.0,0.0,1.0,8.0,408.0,1124.0
Tiergarten,59.7,1.0,1894.0,1.0,1.0,0.0,0.0,5.0,112.0,1373.0
Prenzlauer Berg,84.8,2.0,2001.0,3.0,1.0,1.0,1.0,4.0,511.0,1561.0
Westend,51.4,1.0,1955.0,2.0,1.0,0.0,0.0,5.0,645.0,704.0
Charlottenburg,82.3,3.0,,5.0,1.0,0.0,1.0,4.0,1500.0,1377.0
Prenzlauer Berg,62.8,1.0,,6.0,1.0,0.0,1.0,7.0,389.0,936.0
Lichtenberg,44.1,1.0,2001.0,5.0,0.0,0.0,1.0,,629.0,647.0
Wedding,44.3,1.0,2001.0,0.0,1.0,0.0,1.0,7.0,137.0,662.0
Schöneberg,116.0,3.0,1955.0,0.0,1.0,0.0,0.0,2.0,767.0,2046.0
Charlottenburg,61.1,1.0,1955.0,2.0,1.0,0.0,0.0,4.0,84.0,915.0
Lichtenberg,125.3,3.0,2001.0,4.0,1.0,0.0,1.0,3.0,977.0,1860.0
Mitte,52.9,1.0,1955.0,4.0,1.0,0.0,0.0,6.0,360.0,855.0
Charlottenburg,73.0,2.0,2001.0,2.0,1.0,0.0,,5.0,92.0,1186.0
Lichtenberg,150.0,4.0,1955.0,0.0,1.0,0.0,1.0,8.0,244.0,1344.0
Schöneberg,42.6,1.0,2001.0,2.0,1.0,0.0,1.0,,625.0,733.0
Wedding,30.4,1.0,1894.0,4.0,1.0,0.0,,2.0,283.0,477.0
Schöneberg,108.7,3.0,1955.0,5.0,1.0,0.0,0.0,7.0,280.0,1237.0
Westend,46.7,1.0,1894.0,5.0,1.0,0.0,0.0,6.0,585.0,656.0
Charlottenburg,64.5,2.0,1955.0,3.0,1.0,0.0,0.0,7.0,302.0,971.0
Mitte,51.4,1.0,2001.0,0.0,0.0,0.0,1.0,5.0,734.0,955.0
Charlottenburg,72.4,2.0,1955.0,5.0,0.0,0.0,0.0,6.0,203.0,1028.0
Friedrichshain,44.4,1.0,1955.0,0.0,1.0,0.0,0.0,4.0,60.0,791.0
Lichtenberg,60.5,1.0,2018.0,1.0,0.0,0.0,1.0,8.0,315.0,773.0
Charlottenburg,77.8,2.0,2001.0,6.0,0.0,0.0,1.0,4.0,,1284.0
Schöneberg,43.4,1.0,1955.0,3.0,1.0,0.0,1.0,7.0,196.0,541.0
Wedding,49.1,1.0,2018.0,1.0,1.0,0.0,1.0,4.0,400.0,784.0
Wedding,56.6,2.0,1955.0,3.0,0.0,0.0,1.0,7.0,71.0,574.0
Prenzlauer Berg,36.7,1.0,,0.0,1.0,0.0,1.0,7.0,408.0,657.0
Prenzlauer Berg,54.9,2.0,,1.0,1.0,0.0,0.0,7.0,118.0,861.0
Lichtenberg,68.2,2.0,1894.0,5.0,1.0,0.0,1.0,5.0,92.0,818.0
Westend,,2.0,1955.0,1.0,1.0,0.0,0.0,,338.0,704.0
Wedding,58.3,2.0,1894.0,5.0,0.0,0.0,1.0,7.0,85.0,756.0
Lichtenberg,64.5,2.0,1955.0,3.0,1.0,0.0,0.0,6.0,39.0,671.0
Wedding,50.0,1.0,1894.0,3.0,1.0,0.0,,6.0,449.0,676.0
Friedrichshain,85.7,1.0,2001.0,4.0,1.0,0.0,,,131.0,1926.0
Schöneberg,115.4,3.0,1894.0,3.0,1.0,1.0,1.0,5.0,,2173.0
Friedrichshain,54.0,2.0,1894.0,0.0,0.0,0.0,0.0,5.0,258.0,960.0
Westend,78.9,2.0,2018.0,6.0,0.0,0.0,0.0,6.0,337.0,1304.0
Lichtenberg,59.1,2.0,2001.0,,0.0,0.0,0.0,4.0,632.0,767.0
Schöneberg,75.2,2.0,2018.0,4.0,1.0,0.0,,5.0,431.0,1667.0
Prenzlauer Berg,121.6,3.0,1955.0,3.0,1.0,0.0,0.0,7.0,490.0,1670.0
Tiergarten,79.7,2.0,1894.0,3.0,1.0,0.0,0.0,5.0,477.0,1796.0
Lichtenberg,32.0,1.0,1955.0,2.0,1.0,0.0,0.0,7.0,181.0,323.0
Friedrichshain,77.9,2.0,1955.0,5.0,0.0,0.0,0.0,4.0,417.0,1335.0
Tiergarten,106.4,3.0,1894.0,1.0,,0.0,0.0,5.0,146.0,2298.0
Mitte,59.5,2.0,2018.0,4.0,1.0,0.0,1.0,5.0,418.0,1192.0
Tiergarten,96.8,2.0,2001.0,4.0,1.0,0.0,1.0,5.0,248.0,2022.0
Prenzlauer Berg,49.3,1.0,2001.0,3.0,0.0,0.0,1.0,6.0,290.0,795.0
Schöneberg,35.9,1.0,1955.0,0.0,1.0,0.0,1.0,3.0,904.0,616.0
Charlottenburg,68.8,2.0,2001.0,2.0,0.0,0.0,1.0,5.0,463.0,1073.0
Tiergarten,,1.0,1894.0,0.0,0.0,0.0,0.0,3.0,193.0,690.0
Friedrichshain,59.1,1.0,2018.0,3.0,0.0,0.0,1.0,6.0,70.0,1276.0
Prenzlauer Berg,108.8,3.0,1955.0,4.0,,0.0,0.0,7.0,345.0,1348.0
Tiergarten,30.3,1.0,1894.0,3.0,1.0,0.0,1.0,1.0,80.0,830.0
Wedding,39.0,1.0,1894.0,4.0,1.0,0.0,0.0,5.0,981.0,481.0
Mitte,43.0,1.0,2001.0,2.0,0.0,0.0,1.0,5.0,296.0,761.0
Charlottenburg,63.4,2.0,2018.0,2.0,0.0,1.0,1.0,6.0,589.0,1247.0
Prenzlauer Berg,56.2,1.0,2018.0,3.0,1.0,0.0,1.0,2.0,98.0,1414.0
Prenzlauer Berg,113.8,3.0,2001.0,1.0,1.0,0.0,1.0,5.0,454.0,1932.0
Tiergarten,95.2,2.0,2018.0,5.0,1.0,0.0,1.0,7.0,675.0,1878.0
Friedrichshain,79.2,2.0,2001.0,5.0,1.0,0.0,1.0,5.0,481.0,1402.0
Lichtenberg,68.9,2.0,1955.0,2.0,1.0,0.0,0.0,6.0,558.0,800.0
Tiergarten,76.1,2.0,2001.0,5.0,1.0,0.0,1.0,5.0,425.0,1546.0
Schöneberg,46.0,1.0,1894.0,0.0,0.0,0.0,1.0,8.0,230.0,673.0
Prenzlauer Berg,91.6,3.0,1894.0,0.0,1.0,0.0,1.0,2.0,152.0,1766.0
Charlottenburg,41.7,1.0,1955.0,1.0,1.0,0.0,0.0,3.0,174.0,698.0
Prenzlauer Berg,90.8,2.0,1894.0,2.0,1.0,1.0,0.0,5.0,,1638.0
Wedding,104.5,3.0,2018.0,1.0,1.0,0.0,1.0,5.0,373.0,1553.0
Wedding,70.7,2.0,2018.0,3.0,0.0,0.0,1.0,6.0,718.0,1034.0
Mitte,60.6,2.0,1955.0,4.0,1.0,,0.0,4.0,202.0,954.0
Charlottenburg,76.3,2.0,2001.0,3.0,1.0,0.0,1.0,4.0,535.0,1607.0
Mitte,20.7,1.0,1955.0,2.0,1.0,0.0,0.0,6.0,142.0,301.0
Prenzlauer Berg,73.4,2.0,1894.0,0.0,1.0,0.0,0.0,4.0,263.0,1308.0
Wedding,62.1,2.0,1955.0,1.0,0.0,0.0,,6.0,222.0,639.0
Mitte,63.7,2.0,1894.0,4.0,1.0,0.0,1.0,6.0,922.0,1090.0
Charlottenburg,86.2,2.0,1955.0,4.0,1.0,0.0,0.0,3.0,164.0,1409.0
Lichtenberg,63.1,2.0,1894.0,0.0,1.0,0.0,0.0,6.0,495.0,940.0
Tiergarten,41.2,1.0,1894.0,0.0,1.0,0.0,0.0,7.0,433.0,777.0
Prenzlauer Berg,61.4,1.0,1894.0,4.0,1.0,,0.0,7.0,107.0,870.0
Wedding,66.8,2.0,2018.0,1.0,1.0,0.0,1.0,1.0,724.0,1201.0
Friedrichshain,68.1,2.0,1894.0,3.0,0.0,0.0,,5.0,781.0,1076.0
Tiergarten,69.3,2.0,1955.0,4.0,1.0,0.0,0.0,8.0,374.0,1105.0
Friedrichshain,98.5,3.0,1955.0,4.0,1.0,0.0,1.0,6.0,329.0,1792.0
Lichtenberg,42.1,1.0,1955.0,3.0,1.0,0.0,0.0,4.0,58.0,514.0
Tiergarten,69.7,1.0,1955.0,2.0,0.0,0.0,1.0,4.0,92.0,1438.0
Friedrichshain,108.9,2.0,1894.0,4.0,1.0,0.0,0.0,6.0,,1772.0
Tiergarten,32.5,1.0,2001.0,4.0,0.0,0.0,0.0,7.0,146.0,611.0
Friedrichshain,69.8,2.0,1955.0,5.0,1.0,1.0,1.0,8.0,589.0,1105.0
Westend,51.4,1.0,2001.0,3.0,0.0,0.0,1.0,7.0,89.0,659.0
Mitte,56.0,2.0,1955.0,5.0,0.0,0.0,1.0,5.0,81.0,931.0
Schöneberg,45.3,1.0,1955.0,4.0,1.0,1.0,0.0,6.0,464.0,690.0
Schöneberg,60.7,1.0,1955.0,0.0,1.0,0.0,0.0,3.0,412.0,981.0
Wedding,135.8,3.0,1894.0,1.0,1.0,0.0,,3.0,354.0,1960.0
Tiergarten,39.2,1.0,1955.0,4.0,0.0,0.0,0.0,2.0,537.0,874.0
Lichtenberg,40.7,1.0,1894.0,0.0,0.0,1.0,0.0,8.0,189.0,454.0
Westend,38.6,1.0,1955.0,4.0,1.0,1.0,0.0,3.0,230.0,564.0
Friedrichshain,129.7,4.0,2001.0,2.0,1.0,0.0,1.0,5.0,403.0,2802.0
Wedding,54.0,1.0,1894.0,1.0,1.0,0.0,1.0,5.0,372.0,683.0
Lichtenberg,64.3,1.0,1894.0,3.0,1.0,0.0,0.0,5.0,157.0,723.0
Mitte,55.3,1.0,2001.0,6.0,,0.0,1.0,5.0,656.0,1016.0
Lichtenberg,44.6,1.0,1955.0,5.0,1.0,0.0,0.0,1.0,110.0,619.0
Prenzlauer Berg,59.2,2.0,2001.0,2.0,1.0,0.0,1.0,5.0,245.0,1150.0
Westend,150.0,4.0,2018.0,0.0,0.0,0.0,1.0,5.0,118.0,2332.0
Lichtenberg,113.4,3.0,2018.0,6.0,0.0,0.0,0.0,7.0,1281.0,1639.0
Charlottenburg,46.2,1.0,1955.0,5.0,0.0,0.0,1.0,6.0,336.0,671.0
Wedding,84.2,2.0,,3.0,1.0,0.0,0.0,7.0,138.0,1013.0
Charlottenburg,46.6,1.0,2001.0,4.0,0.0,1.0,1.0,5.0,223.0,833.0
Wedding,31.9,1.0,2001.0,3.0,1.0,0.0,0.0,3.0,399.0,560.0
Westend,97.7,2.0,2001.0,0.0,1.0,0.0,1.0,5.0,586.0,1487.0
Mitte,103.4,3.0,1955.0,0.0,1.0,0.0,1.0,8.0,151.0,1364.0
Prenzlauer Berg,98.8,3.0,1894.0,0.0,0.0,0.0,0.0,4.0,808.0,1962.0
Charlottenburg,53.9,1.0,1894.0,5.0,1.0,1.0,0.0,4.0,326.0,1055.0
Friedrichshain,60.8,1.0,1894.0,0.0,0.0,0.0,0.0,8.0,467.0,967.0
Tiergarten,87.7,2.0,1894.0,3.0,0.0,0.0,1.0,8.0,210.0,1745.0
Charlottenburg,76.0,2.0,2018.0,2.0,0.0,0.0,1.0,3.0,420.0,1684.0
Tiergarten,55.5,1.0,1894.0,0.0,0.0,0.0,1.0,7.0,197.0,1108.0
Friedrichshain,34.0,1.0,2001.0,6.0,0.0,0.0,1.0,5.0,,644.0
Wedding,68.0,1.0,2018.0,0.0,1.0,0.0,1.0,5.0,602.0,1125.0
Wedding,100.1,3.0,1955.0,5.0,1.0,0.0,1.0,5.0,449.0,1228.0
Wedding,40.3,1.0,1955.0,4.0,0.0,0.0,0.0,8.0,,400.0
Charlottenburg,83.9,2.0,2001.0,5.0,1.0,0.0,,4.0,579.0,1622.0
Lichtenberg,74.2,2.0,1894.0,0.0,1.0,0.0,0.0,7.0,389.0,830.0
Schöneberg,87.7,2.0,1955.0,5.0,0.0,0.0,1.0,1.0,48.0,1518.0
Friedrichshain,92.1,2.0,2001.0,4.0,1.0,0.0,1.0,6.0,291.0,1779.0
Friedrichshain,49.2,1.0,2001.0,2.0,,0.0,1.0,6.0,593.0,937.0
Wedding,34.0,2.0,2001.0,4.0,1.0,0.0,1.0,6.0,977.0,487.0
Friedrichshain,52.5,1.0,2018.0,2.0,0.0,0.0,1.0,8.0,126.0,1074.0
Schöneberg,92.8,3.0,1955.0,1.0,1.0,0.0,0.0,6.0,566.0,1358.0
Lichtenberg,52.3,2.0,2001.0,2.0,1.0,0.0,1.0,,325.0,670.0
Tiergarten,49.2,1.0,2001.0,3.0,0.0,0.0,1.0,4.0,107.0,1147.0
Tiergarten,31.4,1.0,2001.0,4.0,1.0,0.0,1.0,8.0,116.0,670.0
Lichtenberg,131.0,4.0,2001.0,1.0,1.0,0.0,0.0,5.0,131.0,1631.0
Schöneberg,90.4,2.0,2001.0,1.0,1.0,0.0,1.0,5.0,77.0,1771.0
Friedrichshain,88.4,3.0,2018.0,6.0,1.0,0.0,1.0,5.0,98.0,1791.0
Lichtenberg,95.7,2.0,1955.0,3.0,1.0,0.0,1.0,5.0,334.0,1189.0
Lichtenberg,81.9,1.0,2001.0,6.0,1.0,0.0,1.0,6.0,47.0,1065.0
Schöneberg,58.9,1.0,1894.0,1.0,0.0,0.0,,5.0,153.0,897.0
Westend,60.9,2.0,1955.0,1.0,1.0,,1.0,4.0,235.0,766.0
Charlottenburg,54.8,1.0,2001.0,1.0,1.0,0.0,,8.0,154.0,927.0
Tiergarten,150.0,4.0,2001.0,3.0,1.0,0.0,1.0,8.0,87.0,2649.0
Schöneberg,81.2,2.0,1955.0,4.0,1.0,0.0,0.0,5.0,317.0,1046.0
Charlottenburg,54.0,1.0,1955.0,3.0,1.0,0.0,0.0,8.0,151.0,776.0
Westend,78.3,2.0,1955.0,1.0,0.0,0.0,0.0,5.0,162.0,1105.0
Wedding,43.4,1.0,1894.0,5.0,0.0,0.0,0.0,5.0,280.0,534.0
Tiergarten,118.7,3.0,1894.0,3.0,1.0,0.0,0.0,8.0,492.0,2283.0
Schöneberg,49.9,2.0,2018.0,2.0,0.0,0.0,1.0,6.0,184.0,906.0
Mitte,79.4,2.0,1894.0,0.0,1.0,0.0,1.0,7.0,193.0,1335.0
Lichtenberg,99.6,3.0,2018.0,3.0,1.0,0.0,1.0,5.0,103.0,1630.0
Mitte,75.8,2.0,1894.0,3.0,0.0,0.0,0.0,5.0,588.0,1315.0
Westend,67.5,1.0,2001.0,6.0,1.0,0.0,1.0,3.0,321.0,1174.0
Schöneberg,65.3,1.0,,1.0,1.0,0.0,0.0,8.0,562.0,735.0
Prenzlauer Berg,63.5,2.0,2001.0,1.0,0.0,0.0,1.0,,626.0,1047.0
Westend,51.6,2.0,2001.0,6.0,1.0,0.0,1.0,5.0,182.0,862.0
Wedding,54.3,2.0,2001.0,3.0,1.0,0.0,1.0,3.0,533.0,883.0
Schöneberg,117.5,2.0,2018.0,0.0,1.0,0.0,1.0,6.0,345.0,2070.0
Wedding,62.2,1.0,1955.0,0.0,0.0,0.0,0.0,5.0,196.0,825.0
Lichtenberg,47.5,1.0,1894.0,2.0,0.0,0.0,1.0,7.0,171.0,616.0
Prenzlauer Berg,52.9,1.0,1894.0,3.0,0.0,0.0,0.0,5.0,314.0,870.0
Schöneberg,100.9,3.0,2001.0,1.0,1.0,0.0,1.0,3.0,373.0,1690.0
Tiergarten,85.2,2.0,1955.0,2.0,0.0,0.0,1.0,1.0,34.0,1855.0
Wedding,81.3,2.0,1955.0,4.0,1.0,0.0,0.0,4.0,220.0,965.0
Schöneberg,58.6,2.0,1955.0,5.0,1.0,0.0,1.0,6.0,361.0,821.0
Prenzlauer Berg,81.8,2.0,1955.0,2.0,1.0,0.0,1.0,7.0,426.0,1061.0
Friedrichshain,50.2,1.0,2001.0,2.0,0.0,0.0,1.0,5.0,279.0,871.0
Lichtenberg,58.6,1.0,2001.0,2.0,1.0,0.0,1.0,5.0,416.0,681.0
Prenzlauer Berg,95.8,,2001.0,0.0,1.0,0.0,0.0,4.0,171.0,1759.0
Wedding,92.2,2.0,2001.0,0.0,1.0,0.0,1.0,7.0,409.0,1025.0
Friedrichshain,43.9,1.0,2018.0,5.0,1.0,0.0,0.0,8.0,369.0,774.0
Lichtenberg,46.2,1.0,1955.0,0.0,0.0,,1.0,6.0,620.0,521.0
Friedrichshain,67.9,1.0,2018.0,5.0,0.0,0.0,0.0,3.0,836.0,1427.0
Mitte,129.7,4.0,1894.0,1.0,1.0,0.0,1.0,5.0,630.0,2236.0
Lichtenberg,30.2,1.0,2001.0,4.0,0.0,0.0,0.0,,252.0,331.0
Lichtenberg,72.7,2.0,2001.0,6.0,1.0,0.0,1.0,4.0,109.0,976.0
Mitte,37.5,1.0,1955.0,4.0,0.0,0.0,0.0,6.0,153.0,572.0
Prenzlauer Berg,50.4,1.0,1894.0,,1.0,0.0,0.0,8.0,821.0,668.0
Wedding,56.2,1.0,1955.0,1.0,1.0,0.0,1.0,7.0,327.0,625.0
Lichtenberg,54.9,1.0,1955.0,3.0,1.0,0.0,,6.0,380.0,597.0
Charlottenburg,52.5,1.0,2018.0,4.0,1.0,0.0,0.0,5.0,562.0,1030.0
Schöneberg,65.2,2.0,1955.0,2.0,1.0,0.0,0.0,,312.0,898.0
Wedding,52.5,1.0,1894.0,0.0,1.0,0.0,0.0,5.0,696.0,711.0
Wedding,36.2,1.0,1955.0,5.0,0.0,0.0,0.0,7.0,97.0,394.0
Wedding,88.8,2.0,,1.0,1.0,0.0,1.0,5.0,440.0,1045.0
Schöneberg,87.8,2.0,1894.0,5.0,1.0,0.0,0.0,,995.0,1348.0
Friedrichshain,91.1,2.0,1955.0,5.0,1.0,0.0,0.0,8.0,734.0,1260.0
Lichtenberg,35.1,1.0,1955.0,0.0,1.0,0.0,1.0,5.0,764.0,410.0
Lichtenberg,73.3,2.0,1894.0,4.0,1.0,0.0,1.0,4.0,87.0,1039.0
Wedding,85.2,3.0,1955.0,3.0,1.0,0.0,0.0,2.0,365.0,1126.0
Friedrichshain,43.0,1.0,1955.0,1.0,0.0,0.0,1.0,7.0,283.0,613.0
Mitte,65.2,2.0,2001.0,5.0,1.0,0.0,1.0,6.0,152.0,1175.0
